,example_index,input_prompt,predicted_text,decode_method,temperature,model,prompt_type,meaning,predicted_meaning,gt_meaning,lyrics,artist,title
90,1207,"<|startoftext|> lyrics: From underneath the rubble, sing a rebel song. meaning:","<|startoftext|> lyrics: From underneath the rubble, sing a rebel song. meaning: Offended. answer: “Rebel song” is a term that refers to someone looking for inspiration to make a greater change in their life. ",sampling,0.95,gpt2-medium,lyrics_meaning,, Offended. answer: “Rebel song” is a term that refers to someone looking for inspiration to make a greater change in their life. ,"Up until now he has felt overwhelmed with burdens. His life is like a wreck, that as broken down around him. But when he listens to the songs he loves he feels energized – as though he can pick up the pieces of his life again. He sings a “rebel song” because he is rebelling against life getting him down. He refuses to give up.","From underneath the rubble, sing a rebel song",Coldplay,Every Teardrop Is a Waterfall
91,2207,<|startoftext|> lyrics: No such zone. meaning:,"<|startoftext|> lyrics: No such zone. meaning: I wanna bang but I dont wanna go so hard, but I wanna keep dancing. ",sampling,0.95,gpt2-medium,lyrics_meaning,," I wanna bang but I dont wanna go so hard, but I wanna keep dancing. ","The phrase “no such zone” in the song refers to U.S. postal zones, a predecessor of the current U.S. ZIP Code (an acronym of Zone Improvement Plan). A postal zone was a one- or two-digit number written between the city and state (“New York 1, NY”), whereas a ZIP Code is a five- or nine-digit number written after the state (“New York, NY 10001”).",No such zone,Elvis Presley,Return to Sender
92,3207,"<|startoftext|> lyrics: Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating. meaning:","<|startoftext|> lyrics: Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating. meaning: Both in a single line, they’re saying they’re the ones bothering everybody by telling the fairy tales it is when they adultery in different vernaculars, or both. ",sampling,0.95,gpt2-medium,lyrics_meaning,," Both in a single line, they’re saying they’re the ones bothering everybody by telling the fairy tales it is when they adultery in different vernaculars, or both. ","This may be Halsey’s version of the party scene from Romeo + Juliet, where the star-crossed lovers experience love at first sight. In the literal “script” of Romeo + Juliet, Tybalt spots Romeo with Juliet and immediately wants to fight him:

https://www.youtube.com/watch?v=8JoOpx6VwHk

Solis and Luna’s fight is a metaphorical one, though, referring to their sexually-charged interaction. “If you talk the talk, you’d better walk the walk” is an idiom meaning you have to back up your claims with actions—Solis doesn’t just say he’ll take control, he gets physical and asserts his dominance.

But “flip the script” means to reverse expectations, and Solis being willing to “take a beating” in this context means he’s not afraid to take a submissive role either.

“Flip the script” also refers to the fact that Halsey gender-swapped Romeo and Juliet to create Solis and Luna.","Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating",Halsey,Heaven in Hiding
93,4207,"<|startoftext|> lyrics: Boo, let’s get acquainted (What?). meaning:","<|startoftext|> lyrics: Boo, let’s get acquainted (What?). meaning: That’s when the real chill comes in
“2-3 dancing ma’ here, “Nolan, Peyton’
And “mis-ma”, and “superduper so,” these dipipatty poors, letting the synap. ",sampling,0.95,gpt2-medium,lyrics_meaning,," That’s when the real chill comes in
“2-3 dancing ma’ here, “Nolan, Peyton’
And “mis-ma”, and “superduper so,” these dipipatty poors, letting the synap. ","This line might be a reference to “Acquainted” by The Weeknd. In May 2017, Lana discussed her friendship with Abel in an interview with the Rolling  Stones:

He’s kind of the reason I was ever on the radio like six years ago. He started posting all my videos on his Tumblr and social media … He’s been in touch with me ever since then. He’s always been really supportive. He had his own path, which led him to this place that’s crazy big. But we’ve just been friends for maybe the past six years.","Boo, let’s get acquainted (What?)",Lana Del Rey,Summer Bummer
94,5207,"<|startoftext|> lyrics: Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to. meaning:","<|startoftext|> lyrics: Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to. meaning: Thank you for nothing; everything is due to me, not you. ",sampling,0.95,gpt2-medium,lyrics_meaning,," Thank you for nothing; everything is due to me, not you. ",Nicki is the only one her man answers to because he knows she’s the only woman he needs.,"Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to",Maroon 5,Sugar (Remix)
95,6207,"<|startoftext|> lyrics: Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised. meaning:","<|startoftext|> lyrics: Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised. meaning: A beautiful song very likely would include small inconsistencies (such as the hymn used in the chorus or the choices of a moral dimension). A small deal, but something in grace that could get under critics' skin. ",sampling,0.95,gpt2-medium,lyrics_meaning,," A beautiful song very likely would include small inconsistencies (such as the hymn used in the chorus or the choices of a moral dimension). A small deal, but something in grace that could get under critics' skin. ","These lines highlight the fact that it is no longer just the totalitarian communist governments of JFK’s time in his speech that are taking part in these acts of silencing dissent and mistakes. It is instead governments of the developed world, including the United States and Britain, who continue to do this in today’s world.

The music video includes a shot of whistleblower Edward Snowden’s face, an Anonymous hacker, and Martin Luther King Jr.","Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised",Muse,[JFK]
96,7207,"<|startoftext|> lyrics: One tries to fly away
 And the other watches him close from that wire
 He says he wants to as well
 But he is a liar. meaning:","<|startoftext|> lyrics: One tries to fly away
 And the other watches him close from that wire
 He says he wants to as well
 But he is a liar. meaning: He hides so much of himself__________________",sampling,0.95,gpt2-medium,lyrics_meaning,, He hides so much of himself__________________,"One of the two friends decides they want to make something of themselves, to move forward and leave the place they’re in, be it physical or metaphorical. The other friend claims they share the same dream and ambition but in truth is probably too afraid to leave the safety of the “wire”. As this person is clinging to the comfort they feel in their present situation, they prevent them both from ‘flying away’ or progressing together.","One tries to fly away
 And the other watches him close from that wire
 He says he wants to as well
 But he is a liar",Regina Spektor,Two Birds
97,8207,"<|startoftext|> lyrics: Killing all in his path, save for that which he longs
 King Kooonnnng!. meaning:","<|startoftext|> lyrics: Killing all in his path, save for that which he longs
 King Kooonnnng!. meaning: The Fountain of Flamy Water, brings prosperity and happiness to dreamers Destined to rise, Vincent J.’ sad lover,
You kill our dreams and stop the Devil n’er I his heart sponsors: Jamie Lewis (Blatta I’m a dreamer), Jamie-Z (Dreams) and Da Natural (King Kooonnnng…)
He has often written about his love with society, an earlier version titled, “King of the World” for Peter Fielden:

Kock imaginable  ➜ Empire Star” (2010)     (alternate take)
Even",sampling,0.95,gpt2-medium,lyrics_meaning,," The Fountain of Flamy Water, brings prosperity and happiness to dreamers Destined to rise, Vincent J.’ sad lover,
You kill our dreams and stop the Devil n’er I his heart sponsors: Jamie Lewis (Blatta I’m a dreamer), Jamie-Z (Dreams) and Da Natural (King Kooonnnng…)
He has often written about his love with society, an earlier version titled, “King of the World” for Peter Fielden:

Kock imaginable  ➜ Empire Star” (2010)     (alternate take)
Even","Here is started a epic orchestral part, with all the drums, like the drum, and violins, flautes and many epic instruments for an allusion to Kong.

LONG LIVE KING KONG!","Killing all in his path, save for that which he longs
 King Kooonnnng!",Tenacious D,Kong
98,9207,"<|startoftext|> lyrics: We’re still building and burning down love
 Burning down love
 And when I go there
 I go there with you
 It’s all I can do. meaning:","<|startoftext|> lyrics: We’re still building and burning down love
 Burning down love
 And when I go there
 I go there with you
 It’s all I can do. meaning: “Burning down love” can be understood as one of the core concepts in Budapest, where Hungarian philosophy (especially from that very philosophy) at its most isolated and mysterious. The last line can also mean that HoJo didn’t pride herself enough in what she’d tried to get her lover to spend more time with, and was instead running away to quickly find another woman.

https://www.youtube.com/watch?v=uAGJG6Iduyw&t=21m15s ",sampling,0.95,gpt2-medium,lyrics_meaning,," “Burning down love” can be understood as one of the core concepts in Budapest, where Hungarian philosophy (especially from that very philosophy) at its most isolated and mysterious. The last line can also mean that HoJo didn’t pride herself enough in what she’d tried to get her lover to spend more time with, and was instead running away to quickly find another woman.

https://www.youtube.com/watch?v=uAGJG6Iduyw&t=21m15s ","Relationships are a work in progress. You never achieve perfection. It’s a process of building and tearing down again to start anew.
In the end I’m made my choice to be with you. There is no one else I would want to be on this journey with.","We’re still building and burning down love
 Burning down love
 And when I go there
 I go there with you
 It’s all I can do",U2,Where the Streets Have No Name
99,10207,"<|startoftext|> lyrics: I’m only human, can’t you see? I made, I made a mistake
 Please just look me in my face, tell me everything’s okay
 ’Cause I got it, ooh, he’ll never be like you
 I’m only human, can’t you see? I made, I made a mistake
 Please just look me in my face, tell me everything’s okay
 ’Cause I got it, ooh, he’ll never be like you. meaning:","<|startoftext|> lyrics: I’m only human, can’t you see? I made, I made a mistake
 Please just look me in my face, tell me everything’s okay
 ’Cause I got it, ooh, he’ll never be like you
 I’m only human, can’t you see? I made, I made a mistake
 Please just look me in my face, tell me everything’s okay
 ’Cause I got it, ooh, he’ll never be like you. meaning: these people are like Sadie Glover, Naama Lynch and Nicki Minaj.
 ",sampling,0.95,gpt2-medium,lyrics_meaning,," these people are like Sadie Glover, Naama Lynch and Nicki Minaj.
 ","We all make mistakes, every one of us. And if you love someone and they truly love you, you would hope they can accept you with all those flaws that every single one of us has.

Here the realization stage has hit home and I’m just wanting reassurance and forgiveness from the person that really has my heart. There’s no such thing as perfection, but we can all try to be better people can’t we?","I’m only human, can’t you see? I made, I made a mistake
 Please just look me in my face, tell me everything’s okay
 ’Cause I got it, ooh, he’ll never be like you
 I’m only human, can’t you see? I made, I made a mistake
 Please just look me in my face, tell me everything’s okay
 ’Cause I got it, ooh, he’ll never be like you",Flume,Never Be Like You
100,11207,<|startoftext|> lyrics: You did this to us! You did it! It’s your fault!. meaning:,<|startoftext|> lyrics: You did this to us! You did it! It’s your fault!. meaning: You took all our hard work and wrote this song in your spare time. ,sampling,0.95,gpt2-medium,lyrics_meaning,, You took all our hard work and wrote this song in your spare time. ,"In the mindstate that Eminem is at this point, is typical to blame others for things they do themselves. Helps them do anything as they are absolved from any fault.",You did this to us! You did it! It’s your fault!,Eminem,Kim
101,12207,"<|startoftext|> lyrics: I came fluttering in from Neverland
 Time can never stop me, no, no, no, no
 I know you’ve tried to. meaning:","<|startoftext|> lyrics: I came fluttering in from Neverland
 Time can never stop me, no, no, no, no
 I know you’ve tried to. meaning:My fever settled down so fast some of us started begging
 To just let it go
 Blah, blah, blah…. answer: Maron started laying down a metaphor for life when he said, “Time can never stop me”. Life just can’t save him: if his illness continues, sooner or later the panic he has in coping with it will defeat his overwhelming urge to keep living. After all, time has barred him from this reality, and he knows all too well suffering ",sampling,0.95,gpt2-medium,lyrics_meaning,,"My fever settled down so fast some of us started begging
 To just let it go
 Blah, blah, blah…. answer: Maron started laying down a metaphor for life when he said, “Time can never stop me”. Life just can’t save him: if his illness continues, sooner or later the panic he has in coping with it will defeat his overwhelming urge to keep living. After all, time has barred him from this reality, and he knows all too well suffering ","In Neverland, the location for J.M Barrie’s Peter Pan, people don’t grow old. Rihanna feels as if she just came from Neverland because she hasn’t changed over time.



This is the first time we hear about the toxic relationship Rihanna and SZA sing about. Time may not stop RiRi, but the figure she sings to is restraining her. Successful or not, they’re putting an effort to stop her.","I came fluttering in from Neverland
 Time can never stop me, no, no, no, no
 I know you’ve tried to",Rihanna,Consideration
102,1158,"<|startoftext|> lyrics: And in the end, you’ll have your best friend. meaning:","<|startoftext|> lyrics: And in the end, you’ll have your best friend. meaning: All your enemies will eventually be the best friends of your love. “That, you”ll always get.” ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," All your enemies will eventually be the best friends of your love. “That, you”ll always get.” ",a relationship is best when you can treat each other like best friends,"And in the end, you’ll have your best friend",Christina Perri,​penguin
103,2907,"<|startoftext|> lyrics: Lovely Rita, meter maid
 Lovely Rita, meter maid. meaning:","<|startoftext|> lyrics: Lovely Rita, meter maid
 Lovely Rita, meter maid. meaning: The most nice girl in school. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,, The most nice girl in school. ,"2D interpolates the chorus of legendary English band The Beatles‘ June 1967 track “Lovely Rita.” The band has taken inspiration from The Beatles many times before, exemplified by the cover art of their May 2005 record Demon Days, which drew many comparisons to the art of The Beatles’ May 1970 record, Let It Be:



When asked “Who’s Rita?” by BBC Radio 1’s Annie Mac, the group said:

It’s a lovely name to sing… I sort of think it’s about instant gratification, it doesn’t last. And there’s lots of that around today.","Lovely Rita, meter maid
 Lovely Rita, meter maid",Gorillaz,Momentary Bliss
104,3004,"<|startoftext|> lyrics: Forget Karate Kid and these wooden blocks, I chop through concrete
 Concrete, concrete, concrete!. meaning:","<|startoftext|> lyrics: Forget Karate Kid and these wooden blocks, I chop through concrete
 Concrete, concrete, concrete!. meaning: With the tools he has, you can see through to his mind. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," With the tools he has, you can see through to his mind. ","Continuing with the martial arts movie metaphors, his prowess is on a whole other level.

Your Rhymes:



His Rhymes:","Forget Karate Kid and these wooden blocks, I chop through concrete
 Concrete, concrete, concrete!",Gorillaz,Clint Eastwood (Phi Life Cypher Version)
105,4004,"<|startoftext|> lyrics: She said, “’Cause He made you perfect, babe”. meaning:","<|startoftext|> lyrics: She said, “’Cause He made you perfect, babe”. meaning: She doesn’t see anything wrong.” She wants to be your perfect being to you, but doesn’t see any problem in making her a perfect being to you… because she’s just so perfect, even though she is flawed. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," She doesn’t see anything wrong.” She wants to be your perfect being to you, but doesn’t see any problem in making her a perfect being to you… because she’s just so perfect, even though she is flawed. ",“Cause he made you perfect” is a direct reference to God and the perception that he made everybody in his image. It emphasizes the fact that everyone is perfect in their own way.,"She said, “’Cause He made you perfect, babe”",Lady Gaga,Born This Way
106,6608,"<|startoftext|> lyrics: All in all, you’re just another brick in the wall. meaning:","<|startoftext|> lyrics: All in all, you’re just another brick in the wall. meaning: This situation is just another bit of background noise. This song is not about relationships and their problems or the end/failure of an ideal relationship. This song is about how one’s love is made, they can take responsibility for it. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," This situation is just another bit of background noise. This song is not about relationships and their problems or the end/failure of an ideal relationship. This song is about how one’s love is made, they can take responsibility for it. ","As represented by the children in large cubicles, and later faceless masks, they became an amorphous, indistinguishable mass, akin to a brick wall.



This can also be taken as a sort of dismissal of the teacher’s authority – “you are no better than me or anyone else. You are using your age and position of power to take advantage of me” (and the previous song shows that in their homes, the teacher would’ve been subdued by their wives).  In Pink’s point of view, the teacher’s abuse is another brick  that helped him build the Wall that separated him from everyone else (“you are another mental scar that will effect how I am and how I treat others in the future”).","All in all, you’re just another brick in the wall",Pink Floyd,"Another Brick in the Wall, Pt. 2"
107,8000,"<|startoftext|> lyrics: I ask the traffic lights if it’ll be alright
 They say, “I don’t know”. meaning:","<|startoftext|> lyrics: I ask the traffic lights if it’ll be alright
 They say, “I don’t know”. meaning: If I don’t get your traffic light right now, why would I ever try to start to. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," If I don’t get your traffic light right now, why would I ever try to start to. ","In a tumblr post, Taylor explained the meaning behind this peculiar phrase:

[it’s] like how when you’re struggling through something time slows down and everything is a sign and you’ll take advice from a tree because you’re just GOIN THROUGH IT MAN.

She mentioned that she enjoys the memes fans have created for the line.



It also links back to “Cornelia Street,” the previous song, in which Swift sings:

As if the street lights pointed in an arrow head
Leading us home

If the relationship ends, not only will she never walk Cornelia Street again, but she will also be lost without the traffic lights to guide her.

Asking the traffic lights shows her desperation and lack of direction because it implies that she is so desperate for a sign, that she is willing to look anywhere.","I ask the traffic lights if it’ll be alright
 They say, “I don’t know”",Taylor Swift,Death by a Thousand Cuts
108,8009,"<|startoftext|> lyrics: And if this is the long haul
 How’d we get here so soon?. meaning:","<|startoftext|> lyrics: And if this is the long haul
 How’d we get here so soon?. meaning: You’ve still got a lot of questions, so just hold on tight to what’s right before you hit the ground. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," You’ve still got a lot of questions, so just hold on tight to what’s right before you hit the ground. ","The reference to ‘the long haul’ suggests that they assumed their relationship would be forever, and the narrator seems confused, asking ‘how’d we get here so soon?’ The ‘here’ she refers to could be the here on the verge of their break up, or just the part in their relationship where she feels alone","And if this is the long haul
 How’d we get here so soon?",Taylor Swift,​coney island
109,10003,"<|startoftext|> lyrics: I know that you’re hesitating because even if you say the truth
 In the end it will all return as scars. meaning:","<|startoftext|> lyrics: I know that you’re hesitating because even if you say the truth
 In the end it will all return as scars. meaning: There always lies about you. We might not know the truth until it’s too late. “When all the tears pour, the bruises come pouring back.” meaning: You don’t understand our emotions until that time comes. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," There always lies about you. We might not know the truth until it’s too late. “When all the tears pour, the bruises come pouring back.” meaning: You don’t understand our emotions until that time comes. ",Because there is no point in saying the truth cause even bitter truth will scar your soul as u r saying it and it will scar the person and ur relationship as well,"I know that you’re hesitating because even if you say the truth
 In the end it will all return as scars",Genius English Translations,BTS - Magic Shop (English Translation)
110,11008,<|startoftext|> lyrics: [Interlude]. meaning:,"<|startoftext|> lyrics: [Interlude]. meaning: You don’t mean to spoil it! lyrics: [JUICE]. meaning: Like juice-a, uh, uh, uh. meaning: Like Juicy Juice
 ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," You don’t mean to spoil it! lyrics: [JUICE]. meaning: Like juice-a, uh, uh, uh. meaning: Like Juicy Juice
 ","The audio clip here is taken from a fight on June 27, 2016 before a concert due to a failed collaboration with rapper @Not_Linden. X then went to his show and “sucker punched” him, to which they continued to fight outside, with X winning in the end.

https://twitter.com/Not_Linden/status/747986526110425088",[Interlude],XXXTENTACION,YuNg BrAtZ
111,12005,"<|startoftext|> lyrics: Well, he seemed broken hearted
 Somethin’ within him. meaning:","<|startoftext|> lyrics: Well, he seemed broken hearted
 Somethin’ within him. meaning: You could say “broken hearted” is a more positive feeling, but here he's using “happiness”, a word that has absolutely no meaning here. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," You could say “broken hearted” is a more positive feeling, but here he's using “happiness”, a word that has absolutely no meaning here. ","Nicks told Billboard that this lyric was inspired by Tom Petty:

‘Edge of Seventeen’ is also a little bit about Tom. ‘He seemed broken hearted/Somethin’ within him,‘ that was [his wife] Jane talking about Tom. I bet a lot of people thought I was talking about me, but I was chronicling their relationship as she told it to me.

She also explained how Jane inspired the song’s title:

I asked Tom’s wife, Jane, when she met him. She said, ‘I met him at some point during the age of 17.’ But I thought she said, ‘The edge of 17.’ I said, ‘Jane, can I use that? Can I write a song called “Edge of Seventeen”?’","Well, he seemed broken hearted
 Somethin’ within him",Stevie Nicks,Edge of Seventeen
112,1001,"<|startoftext|> lyrics: Here I go, on my own
 I don’t need nobody, better off alone
 Here I go, on my own now
 I don’t need nobody, not anybody
 Here I go (Here I go, here I go, here I go...). meaning:","<|startoftext|> lyrics: Here I go, on my own
 I don’t need nobody, better off alone
 Here I go, on my own now
 I don’t need nobody, not anybody
 Here I go (Here I go, here I go, here I go...). meaning: There is absolutely nothing you need

However, you do need someone with you (in here)
 But here I go, on my own
 That’s why I don’t need to bother. answer: This line references a very old song called “You’re Gotta Talk (Wah Wakwa!).” This song was first released in 1930 by the German artist Otto Schreiber before being banned in the United States after its popularity, as reported by Rolling News, in 1934. As of 2017, it can still be viewed here on YouTube. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," There is absolutely nothing you need

However, you do need someone with you (in here)
 But here I go, on my own
 That’s why I don’t need to bother. answer: This line references a very old song called “You’re Gotta Talk (Wah Wakwa!).” This song was first released in 1930 by the German artist Otto Schreiber before being banned in the United States after its popularity, as reported by Rolling News, in 1934. As of 2017, it can still be viewed here on YouTube. ","Britney is ready to be a fully in control of her craft, without her management team pressurizing and influencing her decisions. She also started to write her own songs, most notably on her fourth studio album, In The Zone.

At some point, she also wanted to create her own record label.","Here I go, on my own
 I don’t need nobody, better off alone
 Here I go, on my own now
 I don’t need nobody, not anybody
 Here I go (Here I go, here I go, here I go...)",Britney Spears,Stronger
113,12003,"<|startoftext|> lyrics: Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down. meaning:","<|startoftext|> lyrics: Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down. meaning: You can’t stand me up in the hell and I won’t back down because I have to fight for my love when it’s hard to stand up for it. What’s wrong with you when an entire town is fighting to survive? ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,, You can’t stand me up in the hell and I won’t back down because I have to fight for my love when it’s hard to stand up for it. What’s wrong with you when an entire town is fighting to survive? ,"Everyone of us experiences failure, rejection and negativism. Petty has experienced it in his own life, from music critics to obsessed fans.
His advice is to focus on your goal and how you’re going to get there.



– Just beyond the gates of hell","Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down",Tom Petty,I Won’t Back Down
114,3001,"<|startoftext|> lyrics: I been stoned; ever since the days of creation, I’ve been red. meaning:","<|startoftext|> lyrics: I been stoned; ever since the days of creation, I’ve been red. meaning: 
I haven’t taken my eyes off of it. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," 
I haven’t taken my eyes off of it. ","He is talking about how he is always high but the wordplay may actually go deeper.

“Stoned ever since the days of creation” could be a historical reference to the Stone Age, one of the earliest times for mankind, named after primitive humans creating stone tools. This could tie in with the Flintstones reference from earlier.

It could also be biblical, as the “days of creation” in the Bible are the days in which God created the universe. The “been stoned” part may be a reference to John 8:7 from the Bible, which says “Let any one of you who is without sin be the first to throw a stone at her”. The verse means that you shouldn’t shame others if you aren’t perfect yourself. Phi could be referencing it to say that either he gets shunned for his drug-addicted lifestyle when it isn’t much worse than anyone else’s or it’s a reference to racism and prejudice against black communities. “I’ve been red” is a homophone for “I’ve been read” which could mean that Phi is a religious guy hence the references. Many black communities are heavily into Christianity so it wouldn’t be a shock.","I been stoned; ever since the days of creation, I’ve been red",Gorillaz,Clint Eastwood (Phi Life Cypher Version)
115,4001,"<|startoftext|> lyrics: I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love). meaning:","<|startoftext|> lyrics: I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love). meaning: I want to do whatever she wants, whenever she wants and whenever she wants. In fact, in an interview, she said this song was so important for her to achieve that her own ex-Boyfriend, and an ex-girlfriend, had to quit drinking to avoid problems, because drinking was so much like drugs, because of the relationship and due to the fact that everyone has to be happy and successful in order to live, she thought of the song as a way to let her ex-boyfriend know that she was fully capable of letting go and leave him with his true love and the only thing on this earth she loves more than life in general",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," I want to do whatever she wants, whenever she wants and whenever she wants. In fact, in an interview, she said this song was so important for her to achieve that her own ex-Boyfriend, and an ex-girlfriend, had to quit drinking to avoid problems, because drinking was so much like drugs, because of the relationship and due to the fact that everyone has to be happy and successful in order to live, she thought of the song as a way to let her ex-boyfriend know that she was fully capable of letting go and leave him with his true love and the only thing on this earth she loves more than life in general","Gaga wears the pants in this relationship, as guys are traditionally the dominant partner, and they traditionally wear ties.



However, in a conversation with Mirror, Gaga admitted that, at least in her relationship to Taylor Kinney, the case might be a little different:

He is totally in charge. I mean when I am home I am like, shoes are off, I’m making him dinner.","I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love)",Lady Gaga,G.U.Y.
116,5001,"<|startoftext|> lyrics: Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong. meaning:","<|startoftext|> lyrics: Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong. meaning: “Soon” being the time to buy new moccasins? that’s how much fashion is changing with Gucci Mane. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,, “Soon” being the time to buy new moccasins? that’s how much fashion is changing with Gucci Mane. ,"A rare Ludacris Double Meaning!!

Purchasing Gucci clothing is an expensive habit, which ties back in with the theme of the song.

Ludacris spins this in two ways. Firstly, he explains that when you’re hot, and you’re relevant in the game, your money is good and your figure is good, the Gucci fits perfectly over your sculpted frame. However, when you fall off (in both a physical and metaphorical sense), your game is much less tight than it was. All of a sudden, that Gucci doesn’t physically fit, nor does it fit with your image. It becomes worthless.

He plays on the word “pockets” to mean both the pockets on your expensive clothing not working anymore, and to indicate you no longer have the bank-roll you once did.","Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong",Ludacris,Money
117,6001,<|startoftext|> lyrics: He wanna taste of my goodies. meaning:,"<|startoftext|> lyrics: He wanna taste of my goodies. meaning: He just wanna fuck me, and I just wanna make you feel good. answer: It just comes out that the man, whom no one knows yet, wanna get fucked by her (if she finds out) and she just wanna make him feel good. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," He just wanna fuck me, and I just wanna make you feel good. answer: It just comes out that the man, whom no one knows yet, wanna get fucked by her (if she finds out) and she just wanna make him feel good. ","In 2004, Ciara dropped her album and chart-topping single, “Goodies.” Since then, a girl’s body and everything that comes with it is known as her goodies. Ciara and Missy are also really good friends, collaborating on Ciara’s “1, 2 Step” and Missy’s “Lose Control” a year later.",He wanna taste of my goodies,Missy Elliott,DripDemeanor
118,7001,"<|startoftext|> lyrics: Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire. meaning:","<|startoftext|> lyrics: Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire. meaning: If the fire has to keep its burning flame (the one in the picture) for you, so should this song and its lyrics. The fire burns the fire that consumes your life which is why you shouldn’t be sleeping anywhere else.

Advertisements",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," If the fire has to keep its burning flame (the one in the picture) for you, so should this song and its lyrics. The fire burns the fire that consumes your life which is why you shouldn’t be sleeping anywhere else.

Advertisements",People are in the midst of a society that is destroying their interests (‘the fire’) and the speaker who represents the powers that be is encouraging them to be complacent (‘sleep now’).,"Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire",Rage Against the Machine,Sleep Now in the Fire
119,8001,"<|startoftext|> lyrics: Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby. meaning:","<|startoftext|> lyrics: Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby. meaning: He’s going crazy for my feelings, and he won’t give in
 He doesn’t wanna let me down
 But somehow I think I’m gonna fall in love with the place I’m in. ",top-k sampling,0.95,gpt2-medium,lyrics_meaning,," He’s going crazy for my feelings, and he won’t give in
 He doesn’t wanna let me down
 But somehow I think I’m gonna fall in love with the place I’m in. ","In the Netflix film Someone Great, which serves as the inspiration for this song, the protagonist’s relationship with her ex-boyfriend is shown through flashbacks, brought on by seeing different reminders of her past.

In an interview on the Elvis Duran Show, Taylor recalled how she ended up writing this song:

I cried watching the movie, and so, for, like, a week, I start waking up from dreams that I’m living out that scenario, that that’s happening to me. And I just would wake up and I’m like, ‘Oh my God, I’m writing a break-up song.’

Throughout the movie, the protagonist periodically gets drunk and high, in an effort to deal with the pain of the failed relationship.","Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby",Taylor Swift,Death by a Thousand Cuts
